mapa terenu: lwierszy = 40, lkolumn = 40
MojObiekt->iID = 443
MojObiekt->iID = 41
MojObiekt->iID = 467
MojObiekt->iID = 334
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357218, Pt.y = 0.000000, Q.y = 0.357218, Qt.y = 0.000000, R.y = 0.357218, Rt.y = 0.000000, S.y = 0.357218, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357219, Pt.y = 0.000000, Q.y = 0.357219, Qt.y = 0.000000, R.y = 0.357219, Rt.y = 0.000000, S.y = 0.357219, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357220, Pt.y = 0.000000, Q.y = 0.357220, Qt.y = 0.000000, R.y = 0.357220, Rt.y = 0.000000, S.y = 0.357220, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357221, Pt.y = 0.000000, Q.y = 0.357221, Qt.y = 0.000000, R.y = 0.357221, Rt.y = 0.000000, S.y = 0.357221, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357222, Pt.y = 0.000000, Q.y = 0.357222, Qt.y = 0.000000, R.y = 0.357222, Rt.y = 0.000000, S.y = 0.357222, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357223, Pt.y = 0.000000, Q.y = 0.357223, Qt.y = 0.000000, R.y = 0.357223, Rt.y = 0.000000, S.y = 0.357223, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357224, Pt.y = 0.000000, Q.y = 0.357224, Qt.y = 0.000000, R.y = 0.357224, Rt.y = 0.000000, S.y = 0.357224, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357225, Pt.y = 0.000000, Q.y = 0.357225, Qt.y = 0.000000, R.y = 0.357225, Rt.y = 0.000000, S.y = 0.357225, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357226, Pt.y = 0.000000, Q.y = 0.357226, Qt.y = 0.000000, R.y = 0.357226, Rt.y = 0.000000, S.y = 0.357226, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357227, Pt.y = 0.000000, Q.y = 0.357227, Qt.y = 0.000000, R.y = 0.357227, Rt.y = 0.000000, S.y = 0.357227, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.000000, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.000000, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.000000, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.000000, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.009664, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.128088, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.249945, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357228, Pt.y = 0.375234, Q.y = 0.357228, Qt.y = 0.000000, R.y = 0.357228, Rt.y = 0.000000, S.y = 0.357228, St.y = 0.000000
P.y = 0.357229, Pt.y = 0.501102, Q.y = 0.357229, Qt.y = 0.000000, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.357229, Pt.y = 0.624691, Q.y = 0.357229, Qt.y = 0.000000, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.357229, Pt.y = 0.746002, Q.y = 0.357229, Qt.y = 0.000000, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.357229, Pt.y = 0.867890, Q.y = 0.357229, Qt.y = 0.000000, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.357229, Pt.y = 0.993211, Q.y = 0.357229, Qt.y = 0.000000, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.357229, Pt.y = 1.125114, Q.y = 0.357229, Qt.y = 0.000000, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.357229, Pt.y = 1.257539, Q.y = 0.357229, Qt.y = 0.000000, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.357229, Pt.y = 1.387648, Q.y = 0.357229, Qt.y = 0.014970, R.y = 0.357229, Rt.y = 0.000000, S.y = 0.357229, St.y = 0.000000
P.y = 0.361307, Pt.y = 1.515785, Q.y = 0.361318, Qt.y = 0.151801, R.y = 0.352325, Rt.y = 0.000000, S.y = 0.352336, St.y = 0.000000
P.y = 0.400237, Pt.y = 1.646855, Q.y = 0.400368, Qt.y = 0.280954, R.y = 0.305579, Rt.y = 0.000000, S.y = 0.305710, St.y = 0.000000
P.y = 0.451362, Pt.y = 1.781286, Q.y = 0.451783, Qt.y = 0.340674, R.y = 0.245004, Rt.y = 0.000000, S.y = 0.245424, St.y = 0.000000
P.y = 0.491386, Pt.y = 1.843397, Q.y = 0.492158, Qt.y = 0.402853, R.y = 0.204538, Rt.y = 0.000000, S.y = 0.205309, St.y = 0.000000
P.y = 0.530456, Pt.y = 1.904785, Q.y = 0.531552, Qt.y = 0.484228, R.y = 0.174136, Rt.y = 0.000000, S.y = 0.175231, St.y = 0.000000
P.y = 0.575750, Pt.y = 1.966347, Q.y = 0.577156, Qt.y = 0.582398, R.y = 0.142892, Rt.y = 0.000000, S.y = 0.144299, St.y = 0.000000
